YearBuilt,Elevators,Area,Manager,Floor,APT,FacilitiesNearBy(PublicOffice),FacilitiesNearBy(Mall),FacilitiesNearBy(Hospital),FacilitiesNearBy(Park),FacilitiesNearBy(DepartmentStore),FacilitiesInApt,Parkinglot(Ground),Parkinglot(Basement),TimeToBusStop,TimeToSubway,SchoolNearBy(Elementary),SchoolNearBy(High),SchoolNearBy(Middle),SchoolNearBy(University),SalePrice
2007,16,1387,14,17,7,3,1,1,2,2,1,,127,17,6,3,2,3,2,333628
2007,16,868,14,6,7,3,1,1,2,2,1,,127,9,22,3,2,3,2,18584
1986,27,1131,8,7,7,5,,1,1,1,4,713,,14,17,3,1,1,1,163716
2006,11,93,3,14,3,3,1,1,,1,4,123,181,4,30,4,3,3,1,167964
2007,16,1387,14,38,7,3,1,1,2,2,1,,127,4,6,3,2,3,2,348672
2007,16,1387,14,35,7,3,1,1,2,2,1,,127,21,10,3,2,3,2,362831
2007,16,1387,14,14,7,3,1,1,2,2,1,,127,22,26,3,2,3,2,333628
2006,11,93,3,1,3,3,1,1,,1,4,123,181,25,27,4,3,3,1,168141
2007,16,868,14,9,7,3,1,1,2,2,1,,127,22,12,3,2,3,2,199115
1978,4,93,1,8,2,3,1,2,,1,3,87,,11,19,3,3,3,2,141592
2007,16,868,14,8,7,3,1,1,2,2,1,,127,9,16,3,2,3,2,19469
2007,16,1387,14,17,7,3,1,1,2,2,1,,127,22,21,3,2,3,2,34617
2007,5,1483,5,11,2,4,1,1,1,2,5,7,65,1,0,2,1,1,1,317699
2007,5,1483,5,19,2,4,1,1,1,2,5,7,65,6,29,2,1,1,1,383185
2007,5,1483,5,5,2,4,1,1,1,2,5,7,65,16,5,2,1,1,1,348672
2007,5,169,5,3,2,4,1,1,1,2,5,7,65,21,0,2,1,1,1,48849
2007,5,1483,5,3,2,4,1,1,1,2,5,7,65,15,13,2,1,1,1,337168
2007,5,1483,5,4,2,4,1,1,1,2,5,7,65,7,13,2,1,1,1,348672
2006,11,1743,5,6,6,1,1,1,,,5,249,536,4,17,2,1,2,2,3477
2006,11,256,5,17,6,1,1,1,,,5,249,536,12,16,2,1,2,2,3853
2006,11,256,5,26,6,1,1,1,,,5,249,536,21,26,2,1,2,2,3853
1992,1,576,5,1,3,7,1,1,1,1,3,2,,26,11,4,5,3,5,58849
1992,1,576,5,12,3,7,1,1,1,1,3,2,,13,28,4,5,3,5,61946
1993,2,914,8,1,8,6,1,2,,,4,523,536,21,17,4,5,3,5,137168
1993,2,914,8,3,8,6,1,2,,,4,523,536,11,0,4,5,3,5,121238
1992,1,576,5,11,3,7,1,1,1,1,3,2,,1,1,4,5,3,5,65486
2005,,743,6,14,8,5,1,2,,,7,67,798,15,7,3,4,4,4,141592
1992,1,644,5,6,3,7,1,1,1,1,3,2,,16,13,4,5,3,5,68141
1993,2,644,8,11,8,6,1,2,,,4,523,536,23,21,4,5,3,5,9235
2005,,1184,6,1,8,5,1,2,,,7,67,798,8,20,3,4,4,4,2388
1993,2,644,8,1,8,6,1,2,,,4,523,536,20,30,4,5,3,5,853
1992,1,576,5,3,3,7,1,1,1,1,3,2,,20,12,4,5,3,5,48672
1992,1,355,5,2,3,7,1,1,1,1,3,2,,12,30,4,5,3,5,3853
1993,2,1451,8,21,8,6,1,2,,,4,523,536,6,25,4,5,3,5,18584
1986,27,1131,8,1,7,5,,1,1,1,4,713,,13,2,3,1,1,1,1238
1986,27,914,8,7,7,5,,1,1,1,4,713,,7,20,3,1,1,1,132743
1986,27,1131,8,3,7,5,,1,1,1,4,713,,1,0,3,1,1,1,151327
2007,16,1519,14,26,7,3,1,1,2,2,1,,127,3,19,3,2,3,2,39823
1986,27,1377,8,9,7,5,,1,1,1,4,713,,2,30,3,1,1,1,19265
1986,27,1313,8,4,7,5,,1,1,1,4,713,,10,0,3,1,1,1,165929
2007,5,169,5,3,2,4,1,1,1,2,5,7,65,6,7,2,1,1,1,48849
2007,5,1273,5,6,2,4,1,1,1,2,5,7,65,22,29,2,1,1,1,37964
2007,5,1483,5,17,2,4,1,1,1,2,5,7,65,6,0,2,1,1,1,383185
2007,5,1483,5,6,2,4,1,1,1,2,5,7,65,15,27,2,1,1,1,371681
2007,5,1483,5,3,2,4,1,1,1,2,5,7,65,27,2,2,1,1,1,348672
2007,5,1483,5,6,2,4,1,1,1,2,5,7,65,11,25,2,1,1,1,36176
2006,11,1743,5,5,6,1,1,1,,,5,249,536,15,26,2,1,2,2,278761
2006,11,256,5,11,6,1,1,1,,,5,249,536,24,24,2,1,2,2,3853
2006,11,914,5,13,6,1,1,1,,,5,249,536,27,14,2,1,2,2,24424
1993,2,644,8,21,8,6,1,2,,,4,523,536,10,22,4,5,3,5,75221
1993,2,644,8,6,8,6,1,2,,,4,523,536,12,1,4,5,3,5,847
1993,2,644,8,18,8,6,1,2,,,4,523,536,22,17,4,5,3,5,9235
1992,8,644,4,1,3,5,1,1,,1,3,142,79,17,26,3,4,3,4,79646
1993,2,2337,8,14,8,6,1,2,,,4,523,536,7,15,4,5,3,5,24424
2007,1,914,5,13,3,2,2,2,1,2,4,554,524,22,26,2,2,2,2,252212
1993,2,2337,8,12,8,6,1,2,,,4,523,536,19,28,4,5,3,5,19469
1992,1,576,5,7,3,7,1,1,1,1,3,2,,18,17,4,5,3,5,63716
1992,1,355,5,1,3,7,1,1,1,1,3,2,,8,30,4,5,3,5,3761
1993,2,644,8,18,8,6,1,2,,,4,523,536,23,2,4,5,3,5,9265
1993,2,914,8,2,8,6,1,2,,,4,523,536,30,20,4,5,3,5,11544
2007,1,1394,5,15,3,2,2,2,1,2,4,554,524,14,7,2,2,2,2,273451
1992,1,355,5,13,3,7,1,1,1,1,3,2,,8,26,4,5,3,5,36283
2005,,914,6,8,8,5,1,2,,,7,67,798,10,25,3,4,4,4,154867
1993,2,644,8,8,8,6,1,2,,,4,523,536,22,23,4,5,3,5,977
1993,2,914,8,7,8,6,1,2,,,4,523,536,2,23,4,5,3,5,128318
2006,11,93,3,3,3,3,1,1,,1,4,123,181,7,24,4,3,3,1,172566
2007,16,1387,14,43,7,3,1,1,2,2,1,,127,21,13,3,2,3,2,348672
2007,16,1387,14,35,7,3,1,1,2,2,1,,127,22,9,3,2,3,2,362831
2007,16,1643,14,35,7,3,1,1,2,2,1,,127,14,19,3,2,3,2,448672
1997,4,644,2,7,1,7,1,1,1,2,5,82,56,10,26,4,,,3,75221
1997,4,644,2,4,1,7,1,1,1,2,5,82,56,5,6,4,,,3,73451
1997,4,558,2,13,1,7,1,1,1,2,5,82,56,13,6,4,,,3,7796
2006,,814,3,6,3,2,1,1,,1,5,111,184,26,8,3,2,2,2,1853
2003,4,97,2,8,1,7,1,1,1,2,5,82,56,17,4,4,,,3,1238
1986,2,91,1,16,1,5,1,1,1,2,3,1,18,17,3,6,3,2,2,1
2006,11,1437,5,6,6,1,1,1,,,5,249,536,23,15,2,1,2,2,247787
1993,2,644,8,9,8,6,1,2,,,4,523,536,20,27,4,5,3,5,977
2005,,914,6,13,8,5,1,2,,,7,67,798,0,15,3,4,4,4,182743
2005,,743,6,2,8,5,1,2,,,7,67,798,18,26,3,4,4,4,137168
1992,1,576,5,2,3,7,1,1,1,1,3,2,,23,17,4,5,3,5,6154
2005,,1184,6,16,8,5,1,2,,,7,67,798,18,9,3,4,4,4,215929
2007,1,1419,5,26,3,2,2,2,1,2,4,554,524,10,14,2,2,2,2,291415
1993,2,644,8,5,8,6,1,2,,,4,523,536,28,15,4,5,3,5,78318
1992,1,355,5,9,3,7,1,1,1,1,3,2,,28,0,4,5,3,5,4617
1993,2,914,8,2,8,6,1,2,,,4,523,536,29,4,4,5,3,5,112831
1993,2,644,8,16,8,6,1,2,,,4,523,536,22,7,4,5,3,5,82743
1992,1,576,5,11,3,7,1,1,1,1,3,2,,16,14,4,5,3,5,66371
1993,2,644,8,1,8,6,1,2,,,4,523,536,4,26,4,5,3,5,77876
1993,2,644,8,18,8,6,1,2,,,4,523,536,15,25,4,5,3,5,9115
2005,,743,6,19,8,5,1,2,,,7,67,798,29,17,3,4,4,4,137168
2005,,914,6,2,8,5,1,2,,,7,67,798,30,23,3,4,4,4,168141
2007,16,1387,14,16,7,3,1,1,2,2,1,,127,18,28,3,2,3,2,333628
2007,16,1387,14,42,7,3,1,1,2,2,1,,127,11,21,3,2,3,2,348672
1986,27,914,8,2,7,5,,1,1,1,4,713,,22,1,3,1,1,1,143362
2007,16,1519,14,31,7,3,1,1,2,2,1,,127,3,24,3,2,3,2,38938
1986,27,914,8,2,7,5,,1,1,1,4,713,,24,10,3,1,1,1,141592
2007,16,1387,14,26,7,3,1,1,2,2,1,,127,30,9,3,2,3,2,34617
1997,4,43,2,8,1,7,1,1,1,2,5,82,56,25,30,4,,,3,5847
1997,4,43,2,5,1,7,1,1,1,2,5,82,56,18,29,4,,,3,55752
1985,2,587,2,1,1,5,1,1,1,2,3,8,76,8,27,2,1,1,,59115
1986,2,91,1,11,1,5,1,1,1,2,3,1,18,18,23,6,3,2,2,9292
2006,11,1149,5,12,6,1,1,1,,,5,249,536,24,9,2,1,2,2,2388
1993,2,914,8,8,8,6,1,2,,,4,523,536,0,22,4,5,3,5,127433
1993,2,1761,8,19,8,6,1,2,,,4,523,536,26,6,4,5,3,5,176991
1993,2,914,8,4,8,6,1,2,,,4,523,536,8,19,4,5,3,5,119469
1992,1,576,5,13,3,7,1,1,1,1,3,2,,22,6,4,5,3,5,6619
2007,1,1366,5,5,3,2,2,2,1,2,4,554,524,28,20,2,2,2,2,277256
2007,1,1394,5,12,3,2,2,2,1,2,4,554,524,30,28,2,2,2,2,291238
2007,1,1366,5,9,3,2,2,2,1,2,4,554,524,12,1,2,2,2,2,281592
2007,1,1366,5,4,3,2,2,2,1,2,4,554,524,15,9,2,2,2,2,277256
2007,1,1394,5,5,3,2,2,2,1,2,4,554,524,29,11,2,2,2,2,282566
2007,1,1394,5,9,3,2,2,2,1,2,4,554,524,10,24,2,2,2,2,28692
2007,1,113,5,5,3,2,2,2,1,2,4,554,524,2,25,2,2,2,2,29911
2007,1,1394,5,9,3,2,2,2,1,2,4,554,524,21,6,2,2,2,2,28692
2007,1,1419,5,11,3,2,2,2,1,2,4,554,524,17,15,2,2,2,2,277876
2007,1,1394,5,14,3,2,2,2,1,2,4,554,524,22,13,2,2,2,2,291238
2007,1,1419,5,12,3,2,2,2,1,2,4,554,524,18,18,2,2,2,2,277876
2007,1,1394,5,3,3,2,2,2,1,2,4,554,524,2,14,2,2,2,2,282566
2007,1,1394,5,4,3,2,2,2,1,2,4,554,524,18,22,2,2,2,2,282566
2007,1,113,5,3,3,2,2,2,1,2,4,554,524,16,2,2,2,2,2,22265
2007,1,1394,5,8,3,2,2,2,1,2,4,554,524,10,26,2,2,2,2,28692
2007,1,1394,5,25,3,2,2,2,1,2,4,554,524,24,6,2,2,2,2,295575
2007,1,1394,5,13,3,2,2,2,1,2,4,554,524,15,18,2,2,2,2,291238
2007,1,1394,5,7,3,2,2,2,1,2,4,554,524,1,1,2,2,2,2,28692
2007,1,1394,5,23,3,2,2,2,1,2,4,554,524,2,5,2,2,2,2,295575
2007,1,1394,5,4,3,2,2,2,1,2,4,554,524,2,9,2,2,2,2,282566
2007,1,1419,5,7,3,2,2,2,1,2,4,554,524,23,22,2,2,2,2,273362
2007,1,1394,5,6,3,2,2,2,1,2,4,554,524,21,7,2,2,2,2,28692
2007,1,1419,5,21,3,2,2,2,1,2,4,554,524,23,27,2,2,2,2,277876
2007,1,1394,5,5,3,2,2,2,1,2,4,554,524,17,5,2,2,2,2,282566
2007,1,1394,5,3,3,2,2,2,1,2,4,554,524,28,9,2,2,2,2,282566
2007,1,1394,5,5,3,2,2,2,1,2,4,554,524,10,13,2,2,2,2,282566
2007,1,1419,5,6,3,2,2,2,1,2,4,554,524,29,19,2,2,2,2,273362
2007,1,1394,5,6,3,2,2,2,1,2,4,554,524,16,24,2,2,2,2,28692
2007,1,1419,5,17,3,2,2,2,1,2,4,554,524,14,15,2,2,2,2,277876
2007,1,1394,5,12,3,2,2,2,1,2,4,554,524,5,1,2,2,2,2,291238
2007,1,1394,5,18,3,2,2,2,1,2,4,554,524,4,23,2,2,2,2,295575
2007,1,1394,5,27,3,2,2,2,1,2,4,554,524,10,29,2,2,2,2,295575
2007,1,1394,5,9,3,2,2,2,1,2,4,554,524,17,14,2,2,2,2,28692
2007,1,1394,5,16,3,2,2,2,1,2,4,554,524,28,5,2,2,2,2,295575
2007,1,1394,5,17,3,2,2,2,1,2,4,554,524,29,27,2,2,2,2,295575
2007,1,1394,5,21,3,2,2,2,1,2,4,554,524,27,2,2,2,2,2,295575
2007,1,1394,5,4,3,2,2,2,1,2,4,554,524,3,28,2,2,2,2,282566
2007,1,1394,5,14,3,2,2,2,1,2,4,554,524,23,4,2,2,2,2,291238
2007,1,1419,5,21,3,2,2,2,1,2,4,554,524,14,8,2,2,2,2,277876
2007,1,1394,5,6,3,2,2,2,1,2,4,554,524,3,30,2,2,2,2,28692
2007,1,1394,5,8,3,2,2,2,1,2,4,554,524,12,22,2,2,2,2,28692
2007,1,1394,5,14,3,2,2,2,1,2,4,554,524,14,23,2,2,2,2,291238
2007,1,1419,5,16,3,2,2,2,1,2,4,554,524,0,1,2,2,2,2,277876
1992,1,355,5,13,3,7,1,1,1,1,3,2,,26,29,4,5,3,5,3853
1993,2,914,8,18,8,6,1,2,,,4,523,536,14,6,4,5,3,5,11544
1986,27,1131,8,2,7,5,,1,1,1,4,713,,7,9,3,1,1,1,123893
2007,16,868,14,8,7,3,1,1,2,2,1,,127,7,21,3,2,3,2,29734
1986,27,1131,8,7,7,5,,1,1,1,4,713,,16,8,3,1,1,1,155752
2006,11,93,3,1,3,3,1,1,,1,4,123,181,3,7,4,3,3,1,176991
2007,16,1928,14,31,7,3,1,1,2,2,1,,127,10,21,3,2,3,2,556637
2006,,91,3,19,3,2,1,1,,1,5,111,184,19,13,3,2,2,2,18584
1986,2,58,1,2,1,5,1,1,1,2,3,1,18,21,19,6,3,2,2,47787
1986,2,91,1,13,1,5,1,1,1,2,3,1,18,12,13,6,3,2,2,9115
2006,11,1412,5,8,6,1,1,1,,,5,249,536,19,5,2,1,2,2,262831
1993,2,644,8,7,8,6,1,2,,,4,523,536,0,16,4,5,3,5,847
2007,1,1394,5,1,3,2,2,2,1,2,4,554,524,25,21,2,2,2,2,28692
1993,2,914,8,4,8,6,1,2,,,4,523,536,3,24,4,5,3,5,11544
1992,1,355,5,1,3,7,1,1,1,1,3,2,,1,11,4,5,3,5,37168
2005,,743,6,13,8,5,1,2,,,7,67,798,3,2,3,4,4,4,13853
2005,,743,6,21,8,5,1,2,,,7,67,798,12,30,3,4,4,4,123451
1992,1,355,5,12,3,7,1,1,1,1,3,2,,27,12,4,5,3,5,34955
2007,1,1394,5,12,3,2,2,2,1,2,4,554,524,30,19,2,2,2,2,291238
1993,2,914,8,11,8,6,1,2,,,4,523,536,16,21,4,5,3,5,123893
1993,2,914,8,5,8,6,1,2,,,4,523,536,21,2,4,5,3,5,11544
1993,2,644,8,9,8,6,1,2,,,4,523,536,20,14,4,5,3,5,75221
2007,1,1366,5,3,3,2,2,2,1,2,4,554,524,9,27,2,2,2,2,277256
2007,16,868,14,14,7,3,1,1,2,2,1,,127,3,10,3,2,3,2,2884
1986,27,914,8,1,7,5,,1,1,1,4,713,,14,3,3,1,1,1,13973
1997,4,644,2,1,1,7,1,1,1,2,5,82,56,11,18,4,,,3,71681
1997,4,644,2,13,1,7,1,1,1,2,5,82,56,28,3,4,,,3,74778
1997,4,558,2,11,1,7,1,1,1,2,5,82,56,17,9,4,,,3,66814
2006,,636,3,19,3,2,1,1,,1,5,111,184,14,21,3,2,2,2,119469
2006,,91,3,8,3,2,1,1,,1,5,111,184,14,13,3,2,2,2,18853
1985,2,587,2,4,1,5,1,1,1,2,3,8,76,15,17,2,1,1,,5397
2006,11,1743,5,6,6,1,1,1,,,5,249,536,24,15,2,1,2,2,284955
2007,1,1419,5,17,3,2,2,2,1,2,4,554,524,12,19,2,2,2,2,21926
1993,2,644,8,11,8,6,1,2,,,4,523,536,6,21,4,5,3,5,88495
1992,1,355,5,2,3,7,1,1,1,1,3,2,,15,18,4,5,3,5,347
1993,2,644,8,7,8,6,1,2,,,4,523,536,21,0,4,5,3,5,95575
2007,1,1394,5,7,3,2,2,2,1,2,4,554,524,12,29,2,2,2,2,215929
1992,1,64,5,9,3,7,1,1,1,1,3,2,,23,9,4,5,3,5,66371
2005,,914,6,23,8,5,1,2,,,7,67,798,22,4,3,4,4,4,15442
1993,2,914,8,1,8,6,1,2,,,4,523,536,29,12,4,5,3,5,121238
2007,16,1643,14,2,7,3,1,1,2,2,1,,127,29,18,3,2,3,2,48849
2007,16,1643,14,2,7,3,1,1,2,2,1,,127,18,24,3,2,3,2,48849
2007,16,1928,14,3,7,3,1,1,2,2,1,,127,4,10,3,2,3,2,527433
1986,27,1131,8,8,7,5,,1,1,1,4,713,,28,4,3,1,1,1,15442
1993,2,914,8,25,8,6,1,2,,,4,523,536,1,10,4,5,3,5,126548
2007,1,1419,5,11,3,2,2,2,1,2,4,554,524,16,18,2,2,2,2,29734
1993,2,644,8,17,8,6,1,2,,,4,523,536,20,18,4,5,3,5,79646
1993,2,644,8,18,8,6,1,2,,,4,523,536,0,21,4,5,3,5,79646
1993,2,644,8,11,8,6,1,2,,,4,523,536,17,21,4,5,3,5,9265
2005,,1184,6,6,8,5,1,2,,,7,67,798,3,25,3,4,4,4,166814
1993,2,644,8,12,8,6,1,2,,,4,523,536,21,16,4,5,3,5,847
2007,1,1394,5,6,3,2,2,2,1,2,4,554,524,21,24,2,2,2,2,215176
1993,2,644,8,15,8,6,1,2,,,4,523,536,28,2,4,5,3,5,79646
2007,1,113,5,21,3,2,2,2,1,2,4,554,524,30,16,2,2,2,2,2388
1993,2,2337,8,6,8,6,1,2,,,4,523,536,17,10,4,5,3,5,221238
1992,1,355,5,1,3,7,1,1,1,1,3,2,,22,0,4,5,3,5,32743
2005,,914,6,18,8,5,1,2,,,7,67,798,27,20,3,4,4,4,154424
2007,16,868,14,15,7,3,1,1,2,2,1,,127,27,27,3,2,3,2,216371
2007,16,1928,14,2,7,3,1,1,2,2,1,,127,21,19,3,2,3,2,51769
2007,16,1928,14,3,7,3,1,1,2,2,1,,127,22,9,3,2,3,2,51769
2006,,91,3,1,3,2,1,1,,1,5,111,184,23,18,3,2,2,2,19469
2005,,914,6,8,8,5,1,2,,,7,67,798,19,7,3,4,4,4,162831
1993,2,914,8,4,8,6,1,2,,,4,523,536,5,21,4,5,3,5,123893
1993,2,1761,8,15,8,6,1,2,,,4,523,536,19,5,4,5,3,5,168141
2005,,914,6,4,8,5,1,2,,,7,67,798,9,29,3,4,4,4,137168
2005,,914,6,13,8,5,1,2,,,7,67,798,9,0,3,4,4,4,167256
2005,,914,6,16,8,5,1,2,,,7,67,798,7,1,3,4,4,4,16176
2005,,914,6,22,8,5,1,2,,,7,67,798,7,3,3,4,4,4,144247
1992,8,644,4,2,3,5,1,1,,1,3,142,79,9,3,3,4,3,4,7796
1992,1,355,5,13,3,7,1,1,1,1,3,2,,21,26,4,5,3,5,36814
1992,1,576,5,1,3,7,1,1,1,1,3,2,,26,11,4,5,3,5,51327
2005,,914,6,13,8,5,1,2,,,7,67,798,24,25,3,4,4,4,163716
2007,1,1419,5,21,3,2,2,2,1,2,4,554,524,16,28,2,2,2,2,251769
2007,1,1394,5,4,3,2,2,2,1,2,4,554,524,29,8,2,2,2,2,23539
2007,1,1394,5,13,3,2,2,2,1,2,4,554,524,24,30,2,2,2,2,247787
2007,1,1394,5,12,3,2,2,2,1,2,4,554,524,12,29,2,2,2,2,221238
2005,,743,6,7,8,5,1,2,,,7,67,798,4,5,3,4,4,4,135398
2005,,743,6,12,8,5,1,2,,,7,67,798,0,11,3,4,4,4,14292
2007,1,1394,5,14,3,2,2,2,1,2,4,554,524,17,25,2,2,2,2,221238
2007,1,1394,5,12,3,2,2,2,1,2,4,554,524,25,17,2,2,2,2,221238
1992,1,355,5,2,3,7,1,1,1,1,3,2,,16,24,4,5,3,5,35398
2007,16,1928,14,28,7,3,1,1,2,2,1,,127,10,13,3,2,3,2,527433
2006,11,93,3,9,3,3,1,1,,1,4,123,181,16,5,4,3,3,1,159292
2007,16,868,14,24,7,3,1,1,2,2,1,,127,6,16,3,2,3,2,215929
1978,4,93,1,9,2,3,1,2,,1,3,87,,19,28,3,3,3,2,11544
1986,27,1131,8,1,7,5,,1,1,1,4,713,,29,19,3,1,1,1,11544
1986,27,914,8,1,7,5,,1,1,1,4,713,,21,27,3,1,1,1,13853
1997,4,914,2,4,1,7,1,1,1,2,5,82,56,10,9,4,,,3,11769
1997,4,43,2,1,1,7,1,1,1,2,5,82,56,12,20,4,,,3,53982
1997,4,644,2,12,1,7,1,1,1,2,5,82,56,14,12,4,,,3,5847
1997,4,558,2,13,1,7,1,1,1,2,5,82,56,18,6,4,,,3,6461
1997,4,644,2,1,1,7,1,1,1,2,5,82,56,30,14,4,,,3,63716
2009,5,91,2,1,1,2,,1,1,,5,25,23,3,9,2,1,1,1,2377
2009,5,91,2,8,1,2,,1,1,,5,25,23,4,21,2,1,1,1,2744
2009,5,91,2,1,1,2,,1,1,,5,25,23,23,7,2,1,1,1,195566
2009,5,914,2,13,1,2,,1,1,,5,25,23,15,29,2,1,1,1,2522
2009,5,914,2,12,1,2,,1,1,,5,25,23,17,30,2,1,1,1,2522
2009,5,91,2,6,1,2,,1,1,,5,25,23,3,12,2,1,1,1,21672
2006,,91,3,11,3,2,1,1,,1,5,111,184,14,30,3,2,2,2,18584
2006,,811,3,1,3,2,1,1,,1,5,111,184,7,15,3,2,2,2,15442
1985,2,587,2,4,1,5,1,1,1,2,3,8,76,12,3,2,1,1,,55752
2006,11,1437,5,29,6,1,1,1,,,5,249,536,1,13,2,1,2,2,265486
2006,11,818,5,13,6,1,1,1,,,5,249,536,24,16,2,1,2,2,161946
2007,1,1394,5,8,3,2,2,2,1,2,4,554,524,27,19,2,2,2,2,223893
1992,1,355,5,7,3,7,1,1,1,1,3,2,,1,30,4,5,3,5,37168
1993,2,644,8,6,8,6,1,2,,,4,523,536,1,13,4,5,3,5,77876
1992,1,644,5,1,3,7,1,1,1,1,3,2,,3,14,4,5,3,5,5397
2005,,914,6,14,8,5,1,2,,,7,67,798,19,29,3,4,4,4,159292
2005,,743,6,11,8,5,1,2,,,7,67,798,5,8,3,4,4,4,141592
2005,,743,6,15,8,5,1,2,,,7,67,798,4,13,3,4,4,4,138938
2007,1,1366,5,14,3,2,2,2,1,2,4,554,524,2,14,2,2,2,2,238938
2007,1,1394,5,9,3,2,2,2,1,2,4,554,524,7,20,2,2,2,2,29442
2005,,914,6,2,8,5,1,2,,,7,67,798,22,13,3,4,4,4,15397
1993,2,644,8,9,8,6,1,2,,,4,523,536,28,17,4,5,3,5,75221
1993,2,914,8,9,8,6,1,2,,,4,523,536,22,17,4,5,3,5,11544
1993,2,1451,8,6,8,6,1,2,,,4,523,536,8,8,4,5,3,5,14617
2005,,914,6,8,8,5,1,2,,,7,67,798,21,11,3,4,4,4,154424
2008,14,829,6,11,6,3,1,1,1,1,8,197,475,4,30,2,2,3,2,157522
1993,2,914,8,7,8,6,1,2,,,4,523,536,8,25,4,5,3,5,11619
1993,2,644,8,9,8,6,1,2,,,4,523,536,18,21,4,5,3,5,9235
2005,,914,6,22,8,5,1,2,,,7,67,798,25,17,3,4,4,4,152212
2007,1,1394,5,5,3,2,2,2,1,2,4,554,524,5,27,2,2,2,2,225663
1993,2,1761,8,5,8,6,1,2,,,4,523,536,13,3,4,5,3,5,19469
1993,2,914,8,17,8,6,1,2,,,4,523,536,17,10,4,5,3,5,123893
1993,2,914,8,19,8,6,1,2,,,4,523,536,12,13,4,5,3,5,11619
2005,,743,6,4,8,5,1,2,,,7,67,798,14,13,3,4,4,4,123893
2005,,914,6,2,8,5,1,2,,,7,67,798,16,10,3,4,4,4,157522
1992,1,355,5,1,3,7,1,1,1,1,3,2,,15,15,4,5,3,5,36283
1986,27,914,8,6,7,5,,1,1,1,4,713,,23,19,3,1,1,1,128318
2006,11,93,3,1,3,3,1,1,,1,4,123,181,20,30,4,3,3,1,168141
1986,27,1377,8,1,7,5,,1,1,1,4,713,,26,17,3,1,1,1,148672
1986,27,1131,8,11,7,5,,1,1,1,4,713,,21,30,3,1,1,1,154867
2007,16,868,14,11,7,3,1,1,2,2,1,,127,20,17,3,2,3,2,19115
1986,27,1796,8,7,7,5,,1,1,1,4,713,,5,3,3,1,1,1,243362
1986,27,292,8,13,7,5,,1,1,1,4,713,,18,4,3,1,1,1,2388
2007,16,1643,14,42,7,3,1,1,2,2,1,,127,12,29,3,2,3,2,448672
2009,5,914,2,2,1,2,,1,1,,5,25,23,14,17,2,1,1,1,194318
2009,5,91,2,16,1,2,,1,1,,5,25,23,11,26,2,1,1,1,2318
2009,5,91,2,13,1,2,,1,1,,5,25,23,15,28,2,1,1,1,29132
2009,5,116,2,19,1,2,,1,1,,5,25,23,8,24,2,1,1,1,265442
2009,5,91,2,16,1,2,,1,1,,5,25,23,9,13,2,1,1,1,23646
2009,5,914,2,19,1,2,,1,1,,5,25,23,30,19,2,1,1,1,2522
2009,5,116,2,7,1,2,,1,1,,5,25,23,1,18,2,1,1,1,26292
2009,5,91,2,1,1,2,,1,1,,5,25,23,8,16,2,1,1,1,2522
2009,5,91,2,15,1,2,,1,1,,5,25,23,14,24,2,1,1,1,23646
2009,5,91,2,12,1,2,,1,1,,5,25,23,24,7,2,1,1,1,23646
2009,5,91,2,19,1,2,,1,1,,5,25,23,2,11,2,1,1,1,23646
2009,5,914,2,17,1,2,,1,1,,5,25,23,19,20,2,1,1,1,2522
2006,,91,3,4,3,2,1,1,,1,5,111,184,5,25,3,2,2,2,177433
2006,11,818,5,2,6,1,1,1,,,5,249,536,12,9,2,1,2,2,181415
1993,2,644,8,5,8,6,1,2,,,4,523,536,25,19,4,5,3,5,76991
1993,2,644,8,3,8,6,1,2,,,4,523,536,7,8,4,5,3,5,88495
1993,2,1451,8,8,8,6,1,2,,,4,523,536,10,6,4,5,3,5,15442
2007,1,113,5,18,3,2,2,2,1,2,4,554,524,6,21,2,2,2,2,213274
1992,1,355,5,13,3,7,1,1,1,1,3,2,,0,17,4,5,3,5,37168
1992,1,576,5,14,3,7,1,1,1,1,3,2,,21,1,4,5,3,5,67256
1993,2,644,8,5,8,6,1,2,,,4,523,536,23,2,4,5,3,5,76548
1992,1,576,5,9,3,7,1,1,1,1,3,2,,1,15,4,5,3,5,48672
2007,1,1394,5,5,3,2,2,2,1,2,4,554,524,28,30,2,2,2,2,212389
1993,2,1761,8,16,8,6,1,2,,,4,523,536,30,9,4,5,3,5,168141
1993,2,644,8,3,8,6,1,2,,,4,523,536,15,8,4,5,3,5,847
2005,,914,6,15,8,5,1,2,,,7,67,798,29,12,3,4,4,4,149557
2005,,1184,6,13,8,5,1,2,,,7,67,798,10,4,3,4,4,4,19469
2005,,914,6,11,8,5,1,2,,,7,67,798,25,13,3,4,4,4,161946
1992,8,914,4,3,3,5,1,1,,1,3,142,79,2,23,3,4,3,4,847
1993,2,644,8,15,8,6,1,2,,,4,523,536,17,23,4,5,3,5,9265
2005,,743,6,2,8,5,1,2,,,7,67,798,11,11,3,4,4,4,128318
2005,,914,6,21,8,5,1,2,,,7,67,798,1,11,3,4,4,4,16461
2007,1,1394,5,6,3,2,2,2,1,2,4,554,524,24,3,2,2,2,2,221238
2007,1,1419,5,8,3,2,2,2,1,2,4,554,524,27,18,2,2,2,2,22923
2005,,1184,6,21,8,5,1,2,,,7,67,798,12,26,3,4,4,4,23539
