CurrentLoan,CreditScore,Income,Years,Debt,YearsofCreditHistory,Delinquent,OpenAccounts,CreditProblems,CreditBalance,MaxOpenCredit
168652,739,1847997,1,14937.99,15.6,8,9,0,102543,305998
347842,700,713488,9,18490.99,14.1,0,7,0,128649,156464
174878,733,669655,0,5887.34,17.9,82,4,0,515261,0
515284,,,4,17864.56,16.6,14,9,0,671270,1024056
153076,726,391894,3,8948.43,9.2,0,6,0,2356,57838
99999999,738,2491584,9,49208.86,19.2,0,21,0,635303,1261766
459228,746,895850,10,10153.03,34.6,57,10,0,199500,559306
611622,679,1263956,10,24647.18,19.4,72,16,1,328320,678876
549296,728,1138518,2,11479.99,12.1,54,23,0,184167,614570
174416,743,2027718,1,28050.08,20.9,14,15,0,124716,465828
29304,,,10,29644.94,30.8,0,18,0,1181021,3279408
156530,719,645088,10,9246.35,16,53,11,0,144457,255002
214808,742,1855160,10,20870.55,14.7,3,14,0,184528,387794
551056,684,1237356,6,31036.88,14.4,50,8,0,15637,116754
282282,660,947302,0,5202.39,36.5,71,9,0,138111,346148
121286,743,853556,5,18422.59,20.9,0,7,0,179303,307582
155738,,,10,83784.11,22.2,0,19,0,809875,1045440
320870,680,651871,0,1950.16,14.7,1,14,0,117534,1193808
254562,717,1122900,10,30224.63,17,0,10,0,230774,383350
178684,,,1,8261.77,19.8,0,7,0,104861,123134
99999999,751,2063457,1,19946.77,15,5,10,0,167428,297792
257752,686,619932,1,15704.83,20.4,3,10,0,162146,297572
65824,7040,1326409,0,18016.94,22.1,10,5,1,13870,32912
131736,,,10,35112,21.8,60,18,1,159999,312400
105534,727,1157442,0,13021.27,16.2,24,8,0,229216,312598
459228,,,10,23960.14,22.5,23,17,0,216999,807906
76582,741,1228331,10,5476.37,15,75,5,1,20406,74316
99999999,686,745256,1,12234.48,9.6,0,10,0,111853,238062
539066,697,1303533,10,28677.65,16.7,0,12,0,374528,832370
99999999,748,1238819,1,23744.11,17.5,17,10,0,20121,113102
328922,738,1704357,2,15623.32,10.5,0,9,0,227601,545644
175692,703,680827,10,11460.61,14.5,0,10,0,135204,241978
347314,706,1218584,4,23254.48,15.1,0,15,1,235505,504042
260546,728,4312753,10,20808.99,36.8,0,13,0,124678,780340
99999999,725,944490,8,21329.78,11,4,9,1,212458,546656
388234,739,1210794,4,27343.85,10.5,0,9,0,227126,452650
657030,723,1891450,7,33573.19,13.8,0,18,0,573363,918236
446996,,,4,27666.28,21.5,45,8,0,400995,679822
87736,738,1136694,3,12598.33,12,0,11,0,169024,495462
99999999,735,584022,1,3465.22,11.1,6,6,0,95665,250052
219560,744,1991010,3,18582.76,23,41,12,0,534945,1162106
89782,731,534318,5,8949.95,7.5,0,6,0,95133,142692
399014,676,689206,0,21824.54,26.3,67,9,0,573705,818070
261888,749,1168576,10,9475.3,14.9,0,10,0,415891,1364220
494010,697,1939330,6,12896.63,16.2,0,11,1,252757,542982
323114,,,3,3643.06,13.6,0,12,0,206967,559944
68662,725,1482456,0,30266.81,22,0,14,0,378461,1019084
286220,725,775827,3,10214.97,19.7,38,9,0,336642,537658
28600,708,182438,1,950.19,9.6,0,5,0,15067,356114
178332,702,1270682,10,36849.74,18.7,0,20,0,1071182,1789788
99999999,742,1957190,1,9769.61,18,7,5,0,516325,1156408
223058,714,761311,2,9008.85,25,12,11,1,255721,508750
244816,707,634752,1,10843.68,12.8,33,10,0,133494,361130
309760,734,1949039,10,19490.39,16.4,0,8,0,381330,648362
263340,736,796005,9,11276.69,20.2,0,5,0,208050,372900
160622,739,770640,3,8477.04,21.9,43,6,0,175503,227546
776402,714,3448386,2,27759.57,12.4,33,7,0,660687,944460
103202,724,905350,5,5454.71,10.1,0,8,0,194294,371228
99999999,724,922906,1,13459.22,14.9,0,10,0,368942,621808
294976,751,1873210,10,16078.37,18,0,11,0,316673,555566
193468,748,1120221,10,9073.83,23.1,0,7,0,74252,1074788
99999999,733,570912,3,9657.89,7.8,47,11,0,92644,319242
155056,738,1626153,10,20475.92,19.5,0,15,0,307040,491722
224730,725,2911275,9,7035.51,31.5,0,4,1,209494,321288
695750,679,1355460,10,24737.05,21.2,0,17,0,663195,1211210
336600,639,2034900,3,51550.8,30.7,42,15,0,240350,466950
183722,708,1254418,10,19861.46,15.7,0,10,1,274588,349008
99999999,741,926155,5,11885.64,14,0,5,2,69103,295262
217976,,,2,12750.9,14.4,0,11,0,287394,538450
219230,720,1609357,4,13545.48,15.9,64,29,1,75449,970706
562320,,,6,10910.94,19.9,77,8,0,137066,822338
244090,700,919847,1,17476.96,15.9,0,14,0,195681,235268
99999999,729,480890,10,8736.2,13.8,0,8,0,250515,487520
157938,703,1088282,9,16142.97,22.7,0,9,1,66196,203852
787644,683,1749159,10,24634.07,22.1,5,17,0,362406,670340
375496,,,6,29178.11,16.3,57,17,0,503766,973830
268774,,,2,21605.66,26.7,19,17,0,249565,847396
111012,747,2588351,3,7333.62,9.3,0,9,0,129770,1036222
174064,7250,773205,10,8118.7,18.9,0,7,0,140125,204622
248248,,,5,20973.15,15.4,17,11,0,15048,152812
784014,665,2645541,10,11992.99,16.1,0,7,0,142937,349206
420838,6880,1081803,1,13252.12,10.1,0,15,0,212059,1197724
260920,719,1117276,0,15176.25,40.8,0,6,1,125666,179630
329054,,,2,52591.05,10.9,0,16,0,450623,791758
438592,,,10,62373.01,16.9,47,20,0,312645,509168
130350,713,1613575,10,13379.23,10.4,0,8,0,94487,110506
99999999,742,2743676,9,25378.87,10.8,0,5,0,451896,549626
337700,675,859199,2,23985.79,8,0,8,0,76,0
322014,693,815765,0,16723.23,13.6,0,16,0,213066,763796
220396,,,0,8948.24,28.6,4,7,0,165870,321684
749144,711,2656276,6,62643.95,23.7,0,11,1,61522,202400
347292,,,1,19617.12,15.9,0,20,1,496090,783662
99999999,729,581913,1,7516.4,19.9,0,8,2,34903,288618
485892,716,2059999,10,33423.47,24.5,0,15,0,792167,1172952
99999999,736,756960,1,9253.76,11.8,43,7,0,144742,175318
597476,719,1167455,3,24905.58,25.4,0,13,0,791483,1251998
605396,,,0,20058.87,22.5,0,23,0,146756,1213740
630234,712,1652316,10,20378.45,24.9,0,9,0,178999,265716
99999999,748,875444,1,10796.94,11.4,0,6,0,77311,412522
388718,743,1167702,1,23256.76,18.8,0,17,0,297331,599808
99999999,750,1135554,1,14573,16.7,13,13,0,99845,649528
536602,721,2413722,1,10057.08,5.4,0,8,0,50388,136290
462792,743,2721617,3,10863.82,26,0,9,0,84930,24582712
344432,747,3011823,3,19125.02,14.1,0,13,2,164274,1132208
769010,680,2466789,3,35357.29,16.4,27,11,0,455449,938344
331276,675,2013012,4,17613.95,13.1,31,11,0,120422,170478
183040,740,483531,6,8542.21,19.8,79,7,0,313842,506132
333564,705,1005385,6,3502.08,9.7,0,11,1,128687,447480
158202,688,1328271,5,18595.87,9.2,40,13,1,72694,252780
552530,631,1297947,1,19361,13.5,0,9,0,416556,1074260
448294,706,868946,5,12382.3,17.5,35,7,0,145502,167640
433796,720,936605,1,16936.98,16.3,0,11,0,331607,662024
155100,746,1160444,6,15666.07,31.2,25,9,0,96330,290444
533720,,,7,29570.08,13.7,0,14,0,447469,638088
169642,,,9,20782.39,17.3,28,6,0,187188,328416
783860,708,2127620,1,33155.57,33,0,18,0,638647,1966734
437932,743,2836605,10,60514.24,31.5,0,19,0,986195,3535312
260854,,,4,20533.87,41.4,12,7,0,159296,267322
351186,715,946903,10,6525.74,10.4,49,11,1,88293,293788
401258,750,2406597,4,13877.98,21.8,0,8,0,886160,1671142
559460,,,10,23966.41,13.9,20,7,0,175921,345224
283316,744,1788033,0,22201.31,20.5,7,10,0,57057,100276
390302,666,973769,10,26129.56,16.5,28,8,0,311296,411928
216128,738,989273,6,19455.62,16.5,0,12,0,280155,628650
132572,688,553432,5,9408.23,14.2,41,4,1,58843,68464
704198,741,1403492,10,36490.64,21.9,0,10,0,339511,1129656
246532,704,1612264,3,19481.27,14.3,22,8,0,94088,178002
105116,742,1475179,4,17456.25,8.1,0,13,0,54169,746636
714428,683,1744884,6,12257.85,48.9,0,5,2,8721,234916
346962,746,1872830,10,42762.92,19.8,0,21,0,455886,986656
750728,,,5,47118.86,12.9,43,15,1,272346,804496
75878,678,1460359,10,28355.41,45,0,16,1,345895,490226
305316,710,973674,9,14280.78,14,0,15,0,144951,570900
47212,,,6,16125.11,13.5,0,4,0,107521,124498
216986,,,1,14412.83,19.8,74,9,0,171266,221342
107822,,,1,8008.31,8,0,15,0,51205,357104
272206,747,799786,0,15729.15,25.7,45,22,0,333393,1142130
606826,720,4866394,2,81512.09,21,0,4,0,16237438,37527424
306130,702,849015,1,14291.61,13.9,56,9,2,203034,371404
175516,721,974928,10,17467.46,23,20,6,0,100795,171138
90156,720,1459770,7,10352.34,12.3,0,12,0,225378,343816
434808,680,1408185,4,16088.63,16,44,7,0,764123,1150556
402380,682,926687,8,11815.15,26.4,20,9,0,339416,657206
779174,719,2691654,10,52935.71,29,8,15,0,1926733,2802690
309914,,,6,20732.61,12.1,0,17,0,279300,1547370
103202,729,965580,4,10540.82,16.5,49,8,0,154128,195668
99999999,750,1569058,10,24058.75,18.2,0,18,0,798779,2083136
76846,705,550031,9,8855.33,22.3,0,8,0,110542,337722
100408,741,568575,1,3998.93,16.2,0,15,0,157738,247830
322256,724,1113210,4,12616.38,12.7,0,10,2,211280,582494
443564,,,9,32274.35,22.6,0,12,0,602319,1110538
152394,670,1425437,1,11058.95,11.2,20,9,0,92055,304568
201278,742,965675,10,16979.92,20.5,0,11,0,166554,514272
557480,714,2214716,10,45217.15,14,55,13,0,261801,343288
312642,7350,1446527,3,13741.94,16,14,7,0,238697,493548
441936,,,7,53742.64,22.1,0,18,0,479940,2196480
99999999,722,972268,8,13449.53,16.1,0,5,0,221160,278058
99999999,712,2049245,2,1485.61,13.8,37,4,1,67203,153164
321530,,,10,24620.96,22.8,16,21,0,201476,530222
134024,746,1027330,10,14639.5,15.9,0,8,1,65208,216986
217910,710,997443,5,7173.26,12,0,8,0,224599,579172
99999999,727,969532,3,7683.41,19.2,50,7,0,17632,137984
298298,750,837045,6,23855.83,32.9,0,17,0,373977,1924560
99999999,724,887718,9,3380.67,9.8,0,6,0,40945,282238
223036,738,558600,10,14942.74,17,0,16,0,425410,639716
354354,743,1434557,6,17931.82,23,29,17,0,263796,644424
218658,7190,1080169,2,2646.51,17.9,0,6,1,61788,260150
308902,665,1185714,8,14623.92,9.1,0,10,0,404073,493526
443564,,,10,11779.62,29,76,11,0,411255,671616
99999999,693,829426,2,17832.45,11.2,9,14,0,134026,277112
67628,,,1,15649.16,18.9,0,7,0,28842,126038
264352,,,2,16171.09,25.5,29,11,0,86393,162932
386738,628,2597756,3,46759.57,22.1,5,8,0,101213,131098
690844,747,1617983,10,18337.28,31,0,22,0,633023,2118424
771694,704,1523344,9,8975.03,15,0,12,0,1062518,1618804
418088,697,1330266,5,21838.6,15.3,78,20,0,384617,853160
458260,674,1583080,10,22294.98,22.1,20,15,0,360544,619388
99999999,732,1382744,1,22238.93,14.8,68,24,0,156142,1051160
33088,703,457102,3,9751.37,13.6,37,15,0,17537,250734
99999999,720,576099,5,13586.33,14.9,11,11,0,83866,243386
354860,,,10,14028.27,8,9,15,0,293455,666248
667590,,,3,24599.68,13.4,0,11,0,669294,1026454
129470,735,1118226,3,2646.51,14.7,0,3,0,126996,241846
99999999,717,611382,10,2017.61,13.8,0,6,0,51699,66506
162822,,,3,14586.87,17.4,0,13,0,54853,705804
121902,7180,670795,1,10900.49,12.5,43,6,0,77007,284878
110572,,,2,12223.27,20.5,0,5,0,13737,44286
216678,,,10,4079.11,17,44,5,0,213465,361878
442618,709,1109942,9,19423.89,16.3,12,18,1,569563,1290608
36014,705,430711,1,8685.85,8,0,6,0,54036,84194
224444,,,5,5698.1,16.5,26,6,0,192014,231110
563706,702,1908360,10,42779.07,17.1,2,12,0,189582,333608
215424,707,837216,2,13395.38,43,0,10,0,196308,279928
32956,726,569145,4,10671.54,7,0,17,0,23617,109846
323510,725,3259507,1,24446.16,14.6,43,8,0,174971,512886
99999999,714,988988,6,14257.98,16.3,35,6,0,106818,129910
764082,,,1,40456.89,13.2,0,13,0,457216,1116896
786170,,,6,41586.63,15.7,0,8,0,431376,736714
200134,690,1204752,10,21484.63,25.4,35,21,0,288154,644138
219516,7340,663537,10,10340.18,25.8,44,7,0,181450,327250
131758,741,815442,1,2656.96,28.8,25,12,0,73929,239074
754292,6330,1600674,10,22542.74,22.6,48,16,0,813922,4188602
433752,727,1779369,10,24911.09,24,20,14,0,244302,474606
436216,686,1450422,3,13053.76,6.9,0,6,0,152304,209440
86548,730,1345428,7,12333.09,4.8,28,31,1,106134,426734
409222,736,996322,4,14363.62,14.5,0,5,0,323038,383240
73260,,,2,7153.5,21.6,0,11,0,138719,225258
446072,741,1733598,1,21092.09,23.7,0,9,0,478458,682264
89452,712,1158696,10,14580.22,24.9,48,12,0,232275,1120658
66880,6450,1347822,3,775.01,9.4,28,4,0,3116,31152
87604,744,1740305,1,9963.22,14.7,0,5,0,189335,388014
248732,,,10,5920.78,11,0,10,1,211071,441144
326216,,,10,13225.33,20.9,6,9,0,51091,318032
464596,698,906338,7,10574.07,22.5,0,14,0,399475,763290
235312,723,879852,0,17670.38,19.6,0,7,1,228950,436040
762916,681,4706300,10,45102.01,19.7,0,12,0,3144709,14058858
359612,691,1321621,2,11564.16,10.5,29,10,0,1748,290444
345950,728,1045703,10,10535.5,21.5,0,4,0,54492,110286
135278,708,584193,3,16454.76,8.2,0,8,0,180842,250184
244002,667,842935,7,11309.37,8.5,0,6,0,135774,219560
111430,704,519612,4,13336.86,6.9,0,13,0,101802,222838
66968,721,347054,5,1524.18,8.4,0,6,0,13756,23188
217228,701,1722825,7,7077.88,11.2,32,6,0,61655,261514
99999999,727,1568279,8,16989.61,24,0,5,1,15333,65780
746152,715,6783228,10,92138.79,17,0,17,0,1731432,13189616
241670,740,1043537,2,13391.96,22.5,0,6,1,200982,263560
99999999,747,843125,10,15597.67,15.6,0,7,0,549328,1041040
368214,650,1683495,3,29040.36,16,13,16,0,65417,235950
73084,685,569430,5,12907.08,13.9,0,9,0,233491,356202
135542,709,578094,5,15126.85,12.5,53,10,0,71459,131736
270468,735,1167930,2,5917.55,13.7,0,6,0,223402,468622
287430,715,831345,10,18705.12,15.7,19,14,0,327199,464288
132110,,,3,19965.96,27.9,0,9,0,585637,812108
258566,701,1042074,2,20754.65,11.8,0,12,0,180747,275726
99999999,743,1362053,1,10839.69,13.9,67,12,0,1012187,1814252
350482,699,2837745,10,33580.03,22.9,6,9,0,150385,177496
441100,7300,1005708,3,8288.75,13.4,0,9,1,83980,200508
99999999,744,1639548,10,13020.7,16.3,0,10,0,380342,703494
267696,620,994118,1,9775.5,12,57,10,0,136287,167354
157476,,,10,5302.33,21.5,0,13,0,268356,681406
530860,,,4,23591.73,8.9,0,15,0,344280,665500
400202,704,1056077,5,8589.33,16.5,0,4,0,326420,424666
222024,720,709460,1,6982.31,15.6,0,12,0,131803,205128
203302,,,10,27380.71,25.2,12,7,0,70376,167002
65604,715,1303267,1,17485.51,16.4,66,14,0,214434,323730
257554,721,2020460,1,2323.51,12.1,30,5,0,24605,182556
334158,693,1154364,10,12409.47,11.3,57,8,1,159695,209396
213202,708,1534440,3,13042.74,23,0,36,0,464037,1297824
175516,745,1800136,3,12825.95,9,0,6,0,56620,528704
48202,682,1040516,10,13440.03,10.5,0,11,0,162203,225742
99999999,742,1654482,10,14063.23,17.7,68,8,0,180671,286176
212828,684,2680482,1,47645.54,20.4,0,20,1,476349,570966
99999999,663,1849593,6,34217.29,18.6,0,21,0,386042,833954
108328,728,935636,4,2822.64,12.8,29,7,0,94297,335984
33330,,,6,26364.78,16.9,0,11,0,393243,489082
99999999,740,742520,6,6187.54,11.7,0,12,0,275310,937574
283888,718,754376,10,7858.21,31,33,7,0,291308,447942
333828,,,7,13526.29,14,2,6,0,19209,142516
99999999,748,3394293,8,7665.55,27.9,0,8,0,692968,2084104
107756,6980,446690,3,7314.62,10,0,5,0,38190,51546
71236,708,557612,5,8596.36,13.7,18,6,0,70623,323224
468974,734,1253658,10,17446.56,15.5,0,14,1,149644,1264780
221496,734,1147752,7,18364.07,16.4,0,10,0,250876,579832
220858,713,2861115,3,46016.29,13,21,10,0,148903,200948
154000,734,988000,1,15149.27,15.5,11,15,0,88939,145244
528792,742,1614924,10,30145.4,15.5,5,19,0,517674,733678
766854,659,1324547,4,13885.58,15.6,0,7,0,550411,986546
220418,704,1427717,1,24152.04,16.6,23,11,0,384959,564256
254584,703,1074450,7,18892.46,23,0,12,0,558125,880462
330902,700,1305015,3,23816.69,14.8,0,17,0,308370,515966
479490,680,2032924,10,29477.36,12.8,0,16,0,674956,1289640
204996,738,530651,3,8446.26,11,0,11,0,156807,384670
483714,706,1160425,5,8964.2,12.5,45,6,0,84797,275022
67188,745,1450650,10,32156.17,19.6,0,6,0,2642634,3138344
154374,712,1539779,10,12728.86,28.2,55,6,0,377359,624206
770396,695,1596798,10,4404.58,17.5,0,6,2,154679,415536
217272,698,1032042,9,17028.75,12.2,34,9,0,195206,393096
99999999,749,1009071,7,21863.3,16.7,0,4,0,384807,718674
130834,730,625613,1,9592.91,10.2,6,13,0,50996,218724
99550,704,558657,6,9171.3,13.9,15,6,0,43548,88000
333828,703,788044,2,13856.32,17,33,15,0,168302,302588
250976,,,10,10299.14,20.8,0,13,0,495900,1201244
57838,705,672448,4,17371.7,22.8,5,8,0,244834,400422
178244,714,1712641,5,8406.17,16.7,63,10,0,80503,120252
112486,698,2758705,5,38621.87,20.8,0,19,0,692569,1104576
105908,,,10,9264.97,22.7,0,4,0,34048,96624
606210,656,1402352,9,14841.47,18.7,19,12,0,282815,575520
176330,741,666273,2,9383.34,16,0,21,0,224276,551386
111848,742,1007418,1,13516.22,13.6,0,9,0,41344,368258
549780,647,1766297,10,22667.38,32.8,27,16,0,533026,1062292
214676,712,5820688,1,54326.51,24.7,0,10,0,864747,1030150
128744,743,540436,0,7836.17,23,28,6,0,35986,148302
230120,714,954845,4,24189.28,29.9,38,24,0,525597,723646
64724,738,536579,6,13235.78,23.7,0,10,0,604143,860420
603020,604,1303134,2,13139.83,17.2,6,11,0,135337,404954
157322,726,1854970,5,20713.8,16.7,21,11,0,40451,195206
503228,,,6,12095.97,14.8,48,5,0,85880,203346
610214,,,10,109791.5,25.8,36,25,0,2353435,5084002
417868,714,932615,6,17253.52,14.4,77,15,0,297654,457710
128436,,,9,18975.68,14.9,12,7,0,88008,183282
71346,747,372533,1,8723.66,12.5,0,7,0,61883,192610
99999999,702,468635,1,8552.66,9.5,0,12,0,143925,280082
136224,737,774934,4,13626.04,32.8,54,10,0,198075,356664
333476,608,1014809,10,19619.78,14.7,0,16,1,113335,330550
330726,,,10,13768.35,10.5,17,7,0,121657,207174
220418,735,761444,8,4130.79,11.5,0,5,0,123120,174064
150172,674,1389660,5,20960.8,16.2,37,17,0,139289,225258
156398,691,917491,1,8869.01,12.1,33,9,1,74461,103136
108482,720,562077,1,2248.27,6.7,0,4,0,80066,218636
570174,715,1723471,6,10757.23,16.5,50,12,0,279604,478192
766766,699,2270424,2,17936.38,20.8,0,8,1,90155,262966
259798,,,10,15698.37,13.6,0,19,0,49856,1254770
267124,,,6,10092.8,9,0,5,0,174458,231396
76824,705,1080511,3,20799.87,15.9,0,11,0,871758,1141866
210430,,,10,23790.85,13,0,7,0,229596,309122
753060,660,1755315,10,35398.71,14.9,0,8,0,427614,557568
280126,698,1965721,7,18183,26.5,0,4,0,731956,1039896
223124,7260,1002022,10,21042.69,19.6,44,9,0,216372,539968
99999999,737,684760,10,2756.14,13.5,0,4,0,56335,152064
331650,747,1909500,3,46623.72,33.5,12,22,0,156009,907720
661056,744,4567296,10,53285.12,22.5,0,16,2,554268,1309748
331760,748,1146042,6,28173.58,10.5,0,22,0,307553,522170
134794,741,675564,3,12632.91,13.5,0,5,0,68039,236566
108152,738,1120848,10,13076.56,12.9,0,9,0,159847,199012
374176,660,1250314,10,26777.46,14.3,20,4,0,89604,109098
93852,737,296438,3,3285.29,14.6,0,5,0,186637,304810
174570,669,1319227,10,2671.4,21.1,15,8,0,83296,106920
218504,695,849186,2,25334.03,16.8,0,19,0,424099,994070
99999999,664,2009174,10,14884.6,11.5,28,9,0,170487,600028
22418,660,844265,10,13086.25,19.9,0,13,1,210064,338778
99999999,726,1633715,2,31176.72,19.3,17,17,0,364914,798732
177496,744,1149690,10,13317.29,19.6,0,10,0,289959,686576
65846,703,947720,8,17295.89,19.9,73,10,0,298680,357654
335412,738,1158696,6,7319.18,16.7,64,7,0,256652,492008
729784,692,2482844,10,8193.37,20.2,0,11,0,309187,986260
252978,,,3,10610.93,12.5,38,11,0,69369,218878
415954,724,1725808,7,19990.66,20.4,35,11,0,323722,410542
633248,,,4,21119.83,25.8,0,14,0,440933,662178
393228,661,1622562,5,14603.02,12.8,23,7,0,115330,148544
264066,740,655633,1,7594.3,14.2,21,12,0,276583,1143736
242396,,,8,12128.65,18.8,41,9,0,195833,442904
240768,707,712348,10,21251.69,15.2,0,33,0,108376,653576
458810,7130,1037799,1,28020.25,9.5,6,8,1,86431,299662
217294,,,10,4707.06,23.8,0,7,1,138681,291434
366630,,,8,19466.64,11.4,0,17,0,364496,813186
632280,,,10,37004.21,24.6,0,8,0,195339,434962
101266,7300,991971,8,4835.88,10.5,0,11,0,136382,225258
99999999,736,853138,10,15285.31,23.9,0,7,2,137408,516604
99999999,724,2125872,10,32950.94,35,39,18,0,563141,917114
486640,650,913957,9,16679.72,12.5,9,9,0,76057,533698
343684,701,1391370,1,20870.55,16,23,8,0,96026,148236
461802,641,906661,6,17453.21,10.5,0,11,0,338276,419826
309364,6830,1564859,10,32340.47,21.7,0,9,2,194693,291632
439340,,,10,3430.64,13.7,28,6,0,130055,285736
104456,,,0,1410.37,33.3,0,5,1,46170,115214
99999999,751,1870170,6,12576.86,14.2,0,23,0,129048,1800216
265188,,,10,11801.09,13.5,0,5,0,221426,320496
22154,721,918650,7,15770.38,8.4,0,9,0,281770,498872
667722,679,1557012,10,39184.65,22.3,25,13,0,516230,1039544
377894,722,806303,10,15789.95,13.6,0,9,0,118541,529980
150744,,,10,21479.69,17.3,29,5,0,72333,210936
157212,,,3,29157.21,11.2,37,16,0,114874,1072632
305602,747,2017135,10,22020.43,21,0,10,0,512392,894850
350262,745,1163484,1,24530.14,23,0,9,0,148200,562650
99999999,670,1809332,10,41162.55,18.8,13,16,0,649116,1094060
99999999,736,1050111,10,10413.52,29.7,26,16,0,198569,429770
216392,725,840978,4,13876.08,11.8,78,11,0,121657,497794
334884,722,925490,1,13496.84,16.5,0,8,0,352602,468732
378488,746,769120,1,6345.24,26.8,0,12,0,318155,782144
330374,721,1902090,5,12775.79,16.8,64,8,0,174002,248732
439494,,,8,23977.43,23.7,46,17,0,460655,1008326
85030,,,3,1142.28,22.1,42,6,1,10697,37752
253066,642,658027,5,4024.77,14.3,56,26,0,118237,171996
546370,718,1472215,10,28953.72,15.1,76,15,0,449065,749232
548746,,,10,52963.26,21.9,0,11,0,588069,1835372
87648,751,586587,4,10020.79,26.1,0,10,0,98325,1173634
110814,743,1732230,10,17899.71,19.8,0,12,0,170544,615164
99999999,743,1638256,7,18020.74,21,0,11,1,118674,314424
380028,718,1891982,1,34843.91,23.5,8,14,0,425885,865150
265364,738,572964,4,0,20.5,46,6,0,176814,287562
350966,,,10,13908.57,8,0,11,0,110808,448646
230274,748,1567975,8,17378.35,11.6,0,5,0,99921,201586
438900,722,796005,2,13200.44,18.7,0,7,0,389728,465212
21516,690,566523,1,12605.17,7.8,0,8,0,63308,148368
423060,6680,747004,7,14255.32,13,0,11,0,376466,501050
99999999,724,1458212,10,20900.95,22.6,0,12,0,574845,875798
216766,,,10,18174.64,14.3,0,12,0,405859,600182
22506,722,1428895,10,30126.02,19.8,55,9,0,186466,353342
99999999,742,1260479,1,10325.36,15.4,0,10,0,355566,493658
246928,,,10,10853.94,36.4,17,10,1,71858,225500
67012,744,790989,3,18456.6,16,0,15,0,290339,525272
215710,,,9,13413.24,29.2,0,10,0,298642,589094
515724,7100,1062765,10,21520.92,17,0,8,0,731386,939928
558558,,,4,17589.63,15.9,0,6,0,106324,125092
264616,,,10,9691.71,12.3,0,10,0,321860,416856
